RecievedDate,LossDescription,LossLocation,LloydsClaimReference
2020-02-18 01:24:04.790,PD TO MOORING LINE,OFFSHORE GOM,07990962H
2018-04-27 01:27:48.030,PIPELINE DAMAGE DUE TO HEAVY RAIN.,TANZANIA,07400218J
2020-04-19 02:23:52.037,A LARGE QUANTITY OF LIQUIDS ENTERED THE GASTURBINE,"TEXAS, USA",08226064H
2019-08-23 01:29:11.187,DROPPED RISER RESULTING IN SHUTDOWN AT ASGARD,NORTH SEA,07875428E
2020-06-05 01:09:59.933,CASING PERFORATION AT THE TIME OF A BO.,OFFSHORE INDONESIA,08110584H
2020-02-10 02:50:08.703,RISER INCIDENT,NORTH SEA,08033406N
2017-11-26 01:33:21.060,FIRE ON ARTICULATING FRAC ARM MANIFOLD TRAILER,ODESSA TEXAS,07201442P
2018-06-29 01:25:59.403,THERE HAVE BEEN UNUSUAL RAINS IN CITY OF NEGRITOSA,CITY OF NEGRITOS AND TALARA,06890924Q
2020-06-28 12:16:39.367,OIL OBSERVED ON THE SEA SURFACE.,NORTH SEA STATFJORD FIELD,07988882F
2020-02-21 01:34:31.930,A FIRE OCCURRED AT THE SITE INVOLVING DEHYDRATORAN,LARAMIE COUNTY WY,08243504J
2020-03-24 01:13:44.037,DAMAGE TO EQUIPMENT ON THE DRILLING RIG T45,RUSSIA,08014418N
2018-11-01 01:25:37.787,SKARV WELLS XMAS TREES PROBLEM,OFFSHORE NORWAY,07219914B
2020-04-05 01:24:10.890,SEA BULL  STRUCK BY PLEASURE CRAFT  TEAM P,TRINIDAD,08350194V
2020-03-06 01:09:51.607,OIL OBSERVED ON THE SEA SURFACE.,NORTH SEA STATFJORD FIELD,07988866C
2018-02-09 01:52:13.750,PETERBUILT TRACTOR ROLLOVER,"HOBBS, NEW MEXIZO",06874552V
2019-01-30 01:32:58.610,THE AUV WAS DESTROYED,ATLANTIC OCEAN,07068072Q
2020-01-21 01:13:01.713,UNCONTROLLED MOVEMENT OF THE VESSE MUROVDAGL RESUL,AZERBAIJAN,08284846B
2017-12-08 01:19:18.090,SKARV WELLS XMAS TREES PROBLEM,OFFSHORE NORWAY,07219914B
2020-02-17 02:29:26.517,TEMPORARY LOSS OF POWER RESULTING IN RELEASE OF WA,CANADA,08140000H
2020-02-25 01:18:18.530,JACKING FAILUER MAERSK INTERCEPTOR,NORWEGIAN SECTOR,08255322T
2018-09-04 01:18:55.847,ACCIDENT/DAMAGE OCCURRED DURING A HYDROSTATIC TEST,OFFSHORE BRAZIL,07163758R
2019-06-26 01:40:12.463,BLOCK ENTRY FOR DATE OF LOSS 26/02/18 JAPAN PAPUAN,TBA,07583442A
2019-06-04 01:15:33.373,BULK TRACTOR ROLLOVER,"NEAR BRIDGEPORT, WEST VIRGINIA",07389394E
2018-11-04 01:21:32.163,PERSONNEL EVACUATION ON SELF-ELEVATING FLOATING DR,TBA,07364224T
2019-06-25 01:19:16.037,UNIT 567 FIRE,"SAN ANTONIO, TEXAS",07393100C
2019-08-22 01:18:45.867,BLOCK,NULL,07220086A
2017-09-24 08:09:44.450,WELL B-8 SHUTDOWN.,SKARV FIELD,07098986V
2018-02-20 06:07:54.143,DAMAGE TO THE FLARE STRUCTURE OF THE MODEC FPSO.,BS-M-9 LAPA,07220074J
2019-06-21 01:11:28.127,PARAGON OFFSHORE - HURRICANE HARVEY,PORT ARANSAS (GULF COPPER YARD),07277842K
2018-10-10 01:13:18.167,FIRE CAUSED BY LIGHTNING STRIKE,TEXAS,07479790P
2018-09-02 01:33:47.023,JACKING SYSTEM FAILURE,CASPIAN JACKUP RIG,07569604W
2020-07-02 01:35:01.960,UNIT 567 FIRE,"SAN ANTONIO, TEXAS",07393100C
2020-05-21 01:14:24.477,GAS LIFT COMPRESSOR B TRIPPED,OFFSHORE BRAZIL,07060860N
2019-02-20 01:53:33.230,JACKING SYSTEM FAILURE,CASPIAN JACKUP RIG,07569604W
2019-01-17 01:23:58.220,COLLISION WITH SUPPLY VESSEL BRAM BUCK,FPSO CAPIXABA,07424892J
2018-11-27 01:21:05.120,WELL B-8 SHUTDOWN.,SKARV FIELD,07120562B
2019-06-07 01:16:16.457,A FIRE HAS OCCURRED IN THE NATPET PLANT IN YANBU.,SAUDI ARABIA,07801430N
2019-07-31 01:14:27.893,OPTICAL CABLE BROKEN IN PIPELINE AT AYEYARMADY RIV,AYEYARMADY RIVER,07264664N
2019-08-12 04:07:10.203,POWER TURBINE FAILURE,FPSO CIDADE DE PARATY,07318984Q
2019-01-17 01:24:45.703,DAMAGE TO ROLLS- ROYCE THRUSTERS.,TBA,07651772A
2017-10-05 01:17:20.947,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07097020B
2020-03-24 01:10:45.833,INSURED DISCOVERED MISSING ELECTRICAL CABLE THATFE,VERACRUZ,07157764F
2018-09-30 01:27:32.297,HEATER FIRE AT ST NW25/36,TEXAS,07475424G
2019-05-31 01:17:44.353,EARTHQUAKE PD - FACILITIES BAROID TRINIDAD,TRINIDAD AND TOBAGO,07571480K
2018-12-26 01:37:54.453,FIRE ON BOARD,FPSO CIDADE DE MARICA,07290458V
2020-07-27 03:48:29.267,SIGNIFICANT CORROSION OF PLATFORM XMAS TREES,TBA,07417626C
2019-08-16 01:17:39.973,VARIOUS LOSSES - ALL RISKS - BORDEREAU FILE 2017,MEXICO,07538518V
2020-05-19 01:08:22.517,DAMAGE TO ROLLS- ROYCE THRUSTERS.,TBA,07454994V
2018-12-26 01:37:19.813,BLOCKAGE IN THE BRYNHILD PIPELINE.,NORWEGIAN SECTOR.,07192926G
2018-08-19 01:21:02.057,DAMAGE TO GAS TURBINE GENERATOR UNITS.,NULL,07553418V
2017-10-05 01:17:22.697,WELL B-8 SHUTDOWN.,SKARV FIELD,07098986V
2018-05-10 02:50:43.820,FIRE AND EXPLOSION,MORICHE OILFIELD COLOMBIA,07418776Q
2018-03-27 04:27:19.080,ELSA ESSBERGER COLLIDED WITH THE HALFWEG PLATFORM,OFFSHORE NETHERLANDS,07358690G
2019-07-24 02:08:53.050,FAILURE OF B08 XMAS TREE,NORTH SEA,07654444C
2019-11-29 01:14:43.467,CLAIR RIDGE - PIPE WORK HAS BEEN MOVED FROM ITS SU,EAST IRISH SEA,08219190M
2020-05-01 01:10:29.710,MOR AX 08 CLUSTER IN WELL SERVICES OPERATIONS IN R,SIIL UPSTREAM FACILITY,07354436G
2019-03-20 01:54:07.147,IR 92 - ASG - POWER TURBINE A FAILURE,FPSO ASENG,07617958T
2018-08-19 01:20:35.917,3 PIPELINE WERE FOUND DAMAGED.,"DONGFANG 13-2 PROJECT, SOUTH CHINA SEA",07498838C
2019-09-07 01:26:45.937,"DOWNHOLE PROBLEMS WITH WELL N1, SHAW FIELD.","MONTROSE AREA, UK NORTH SEA",07646030K
2019-07-31 01:16:15.740,DAMAGES TO THE OGC ASSETS DUE TO TROPICAL CYCLONEM,"SALALAH, OMAN",07698372K
2018-05-17 05:43:58.140,"LEAKAGE AT CHRISTMAS THEE AT B06 B08, INCLUDING WE",CHRISTMAS THEE,07229108G
2019-09-06 01:24:31.187,BLISTERING ON IP FLASH VESSEL,CIDADE DE SAQUAREMA,08097168Q
2020-05-24 01:13:03.903,PIPELINE LEAK Q16 TO P18 8,OFFSHORE NETHERLANDS,07767442Q
2019-10-01 01:11:52.167,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07190550A
2019-03-13 05:45:00.297,OPTICAL CABLE BROKEN IN PIPELINE AT AYEYARMADY RIV,AYEYARMADY RIVER,07264664N
2019-01-10 01:23:47.750,DAMAGE TO ROLLS- ROYCE THRUSTERS.,TBA,07454994V
2018-08-23 01:17:46.420,A CRACK WAS DISCOVERED IN THE EMISSION PIPE USED T,"TAMAR PLATFORM,",07140714M
2018-11-26 06:56:43.720,"FIRE AND EXPLOSION AT MANGARA SITE, CHAD - DAMAGET",CHAD,07691208G
2019-03-31 00:23:25.197,A FIRE HAS OCCURRED IN THE NATPET PLANT IN YANBU.,SAUDI ARABIA,07801430N
2019-04-12 01:44:56.510,OPTICAL CABLE WAS BROKEN IN PIPELINE IN THE AYEYAR,AYEYARMADY RIVER,07266446N
2018-08-08 01:27:42.343,VARIOUS CENAGAS LOSSES TO BE ADVISED UNDER BORDERE,MEXICO,07474416M
2020-01-09 08:29:34.043,SIGNIFICANT CORROSION OF PLATFORM XMAS TREES,TBA,07417626C
2018-10-10 01:13:11.620,S/BD SHAFT ALTERNATOR FAILURE,OFFSHORE QATAR,07422958R
2019-06-12 01:11:39.663,"FIRE AND EXPLOSION AT MANGARA SITE, CHAD - DAMAGET",CHAD,07572536C
2020-03-22 16:49:40.080,MODEC MV 10,NULL,08273476C
2019-10-18 01:09:03.657,FAILURE OF VILJE MID WATER ARCH,OFFSHORE NORWAY,07984520J
2018-05-31 01:23:27.847,SKARV WELLS XMAS TREES PROBLEMFEES COLLECTEDDIRECT,OFFSHORE NORWAY,07319116G
2019-08-15 01:20:18.850,MAST DROPPED 0.5 METRES DURING RIG DOWN OPERATIONS,UKRAINE,07927698F
2020-01-14 01:08:42.163,SKARV WELLS XMAS TREES PROBLEM,OFFSHORE NORWAY,07337752M
2018-04-22 01:17:39.973,FLOODING AT BJS FACILITY,"LIBERAL, KANSAS",07072700W
2019-06-23 01:17:38.017,OIL OBSERVED ON THE SEA SURFACE.,NORTH SEA STATFJORD FIELD,07988882F
2020-06-11 01:28:25.197,COW INCIDENT AT WELL 201 UPDATE AS PER MCLARENSINI,ARGENTINA,08315824J
2019-12-04 01:09:42.520,A LEAK HAS EMINATED FROM XMAS TREE ON WELL B09 INS,"OFFSHORE, NORWAY",07567770M
2020-04-05 01:22:48.467,COW EVENT AT IRON EAGLE B U13H WELL.,"REEVES COUNTY, TEXAS",08114532G
2020-02-20 01:35:43.687,CONTROL OF WELL INCIDENT (MCCABE 1),TBA,08321250N
2018-02-20 06:07:53.253,SKARV WELLS XMAS TREES PROBLEM,OFFSHORE NORWAY,07219928J
2020-06-18 01:21:28.297,LIGHTNING STRIKE   MCKEOWN SWD,"LEE COUNTY, TEXAS",08399212F
2020-05-13 01:23:22.403,COW INCIDENT AT WELL 501 UPDATE AS PER MCLARENSINI,ARGENTINA,08315820V
2019-12-19 01:22:58.787,DIFFICULTIES WITH A SUB SURFACE SAFETY VALVE IN TH,U.S. GULF OF MEXICO.,07041258P
2019-10-05 01:37:01.353,PROPERTY DAMAGE DUE TO FIRE,"TP1 FACILITY, TAQ TAQ FIELD, KURDISTAN, IRAQ",07130852E
2020-03-10 01:15:19.290,DAMAGE TO WELL DRILLING EQUIPMENT,RUSSIA,08351660J
2020-07-09 01:27:29.700,DAMAGE FOLLOWING HEAVY RAIN - MUDFLOW.,"SOUTH-WEST GISSAR, UZBEKISTAN",08444282T
2017-10-18 01:19:39.947,SKARV WELLS XMAS TREES PROBLEM,OFFSHORE NORWAY,07140786B
2020-01-30 01:58:00.390,THE INLET SEPARATOR MAY BE DAMAGED DUE TO OVERHEAT,SNORRE B,07928794E
2020-03-03 01:12:36.543,FLEXIBLE RISER USED TO INJECT WATER HAD PARTED CLO,SNORRE B.,08340896H
2018-10-02 01:21:49.277,DURING THE TRANSFER OF THE TOPSIDE END FITTING FRO,KWAME NKRUMAH - OFFSHORE GHANA,07001134C
2020-06-11 01:28:24.760,COW INCIDENT AT WELL 501 UPDATE AS PER MCLARENSINI,ARGENTINA,08315820V
2019-10-09 01:19:45.797,CASING PERFORATION AT THE TIME OF A BO.,OFFSHORE INDONESIA,08110584H
2020-07-21 01:39:38.420,MAST DROPPED 0.5 METRES DURING RIG DOWN OPERATIONS,UKRAINE,08195198H
2018-01-04 01:15:34.697,WELL CONTROL INCIDENT WHILST DRILLING 6-1-8SECTION,THAILAND,07250080P
2017-10-17 01:17:10.730,"SHUT DOWN IN PLATFROM OPERATING SYSTEMS, LOST PRES",OFFSHORE BRAZIL,06989382N
2020-03-12 01:18:51.337,UNDERGROUND BLOWOUT WELL KEN BAU 1X.,"BLOCK 114 PSC - WELL KEN BAU 1X, VIETNAM.",08038020J
2020-06-10 01:11:57.943,PLATFORM ELM4 STOLEN PARTS DURING TRANSPORTATION,TBA,08485370G
2020-03-24 01:14:02.707,RIG COLLAPSE,RUSSIA,08088236G
2020-02-18 01:25:42.970,COW INCIDENT AT WELL 201 UPDATE AS PER MCLARENSINI,ARGENTINA,08315824J
2020-07-12 01:12:52.083,CAT 17F HURRICANE HARVEY TOMBALL FACILITY,TOMBALL TEXAS USA,07086306P
2020-05-31 14:22:42.233,UNDERGROUND BLOWOUT WELL KEN BAU 1X.,"BLOCK 114 PSC - WELL KEN BAU 1X, VIETNAM.",08038020J
2020-03-06 01:11:29.950,COMPRESSOR C-1104 BREAKDOWN,TBA,08346384E
2019-10-17 01:15:32.107,PD TO 2014 WESTERN STAR TRACTOR 4900,"MASSILLON, OHIO",08087664H
2020-02-27 01:14:16.200,INCIDENT BETWEEN DRILLING RIG DADA GORGUD AND A TP,AZERBAIJAN,08335418H
2020-05-29 01:38:44.857,A DEFECT WAS DETECTED IN THE VALVE OF THE FLOWREGU,PRODUCTION WELL OF THE KIRINSKY COMPLEX - RUSSIA.,08467962W
2018-07-20 01:17:02.703,INSURED DISCOVERED MISSING ELECTRICAL CABLE THATFE,VERACRUZ,07157764F
2018-05-03 05:28:43.417,THIS CLAIM IS FOR PARAGON WHERE DRILL SHIPS DPDS2A,PUERTO RICO,07255202V
2019-04-10 04:53:45.637,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07190550A
2020-01-29 01:41:27.710,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07190550A
2019-01-24 01:23:01.293,GAS LIFT COMPRESSOR B TRIPPED,FPSO CAPIXABA,07060860N
2019-05-23 01:27:53.567,PUMP FAILURE AT  N-02 POSSIBLE LOPI CLAIMUPDATE AS,UNKNOWN,07839812H
2019-01-01 01:21:35.867,DRILLING WELL INCIDENT,UAE,07741070T
2020-03-30 04:33:06.763,ALLEDGED CLIMATE CHANGE,"USA, CALIFORNIA",07848996E
2019-01-22 01:28:58.803,PIPELINE LEAK Q16 TO P18 8,OFFSHORE NETHERLANDS,07767442Q
2020-02-20 01:32:27.780,FRAC FLEET FIRE WEYERHAUSER 14-11HC 2,"DESOTO PARISH, LOUISIANA",07491556R
2018-12-13 01:11:01.660,DAMAGE TO RIG 90 IN TRANSIT UPDATE AND NET RESERVE,EGYPT,07076094H
2018-08-05 01:22:08.063,CLAIM NOTIFIED IN RESPECT OF DAMAGE TO A HYRAULICL,"KAVARNA 2 TIEBACK, BULGARIAN BLACK SEA",07454864P
2018-11-13 01:15:04.197,BOILER DAMAGE,FPSO NGOMA,07614444M
2018-03-27 04:26:34.927,BLOCKAGE IN THE BRYNHILD PIPELINE.,NORWEGIAN SECTOR.,07192926G
2018-09-07 01:18:52.780,BLOCK,NULL,07220086A
2020-04-30 01:16:58.667,FIRE CAUSED BY LIGHTNING STRIKE,TEXAS,07479790P
2019-04-16 02:10:10.633,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07190550A
2019-04-16 02:10:48.430,WELL B-8 SHUTDOWN.,SKARV FIELD,07304364A
2018-12-26 01:37:06.437,INSURED DISCOVERED MISSING ELECTRICAL CABLE THATFE,VERACRUZ,07157764F
2020-03-13 01:18:43.833,DAMAGE TO ROLLS- ROYCE THRUSTERS.,TBA,07651772A
2018-10-31 01:49:09.193,DAMAGE TO ROLLS- ROYCE THRUSTERS.,TBA,07651772A
2019-03-10 01:28:10.523,DAMAGE TO ROLLS- ROYCE THRUSTERS.,TBA,07651772A
2019-07-29 04:13:14.203,DAMAGE TO SEMI SUB AND TUG BOAT,PORT ARANSAS (GULF COPPER YARD),07277842K
2017-11-04 01:13:14.013,RIG 65 MAST MONKEY BOARD DAMAGE WHILST TRIPPING PI,EGYPT,07111892V
2020-07-27 03:51:57.330,HAIL STORM DAMAGE,"CORPORATE OFFICE, TOMBALL, TEXAS",08552548W
2019-02-15 02:05:02.197,MV MALANA VESSEL DAMAGE,NULL,07804412T
2018-01-10 01:15:47.053,FAILURE OF XMAS TREES,NORTH SEA,07045368B
2020-03-24 01:12:08.847,BLOCK ENTRY FOR DOL 26/02/18 JAPAN PAPUA NEWGUINEA,TBA,07583446M
2018-01-11 01:12:45.343,DAMAGE TO PRODUCTION CASING AND TUBING 1723FT TO 1,TBA,07258494Q
2019-10-04 01:16:09.613,DRILLING WELL INCIDENT,UAE,07741070T
2018-06-25 01:33:03.220,MOTOR FAILURE,"FPSO KIKEH, OFFSHORE LABUAN, MALAYSIA",07473556V
2019-08-07 01:15:27.140,VARIOUS LOSSES - ALL RISKS - BORDEREAU FILE 2017,MEXICO,07474416M
2020-03-06 01:08:02.870,DAMAGE TO SEMI SUB AND TUG BOAT,PORT ARANSAS (GULF COPPER YARD),07277842K
2018-11-22 06:17:17.900,RIVER FLOODED DUE TO HEAVY RAINS NEAR WELL SITE CA,"FRIENDLY, WEST VIRGINIA",07349842M
2019-02-28 04:54:08.463,DURING VOYAGE ONE OF THE THRUSTERS BROKE ITS CHAIN,NORWAY - UK,07318978J
2017-11-30 01:36:30.287,HURRICANE HARVEY,PORT ARANSAS (GULF COPPER YARD),07090198Q
2019-06-06 01:16:28.447,PUMP FAILURE AT  N-02 POSSIBLE LOPI CLAIMUPDATE AS,UNKNOWN,07839812H
2018-06-06 01:25:18.830,CLAIM NOTIFIED IN RESPECT OF DAMAGE TO A HYRAULICL,"KAVARNA 2 TIEBACK, BULGARIAN BLACK SEA",07454858H
2019-08-13 01:17:14.427,FAILURE OF B08 XMAS TREE,NORTH SEA,07654444C
2019-06-23 01:13:06.030,TP VESSEL STRUCK HALFWEG PLATFORM,"DUTCH SECTOR, NORTH SEA",07319220N
2018-05-17 05:42:59.920,ALLEGED COMPONANT FAILURE,TBA,07017770H
2019-08-07 01:16:04.640,DAMAGES TO THE OGC ASSETS DUE TO TROPICAL CYCLONEM,"SALALAH, OMAN",07698372K
2018-05-18 01:24:55.330,"IN RAISING A MAST FOR A FLEX 5, ONE OF THECRANESFA","MIDLAND COUNTY, TEXAS",07346764B
2020-06-23 01:21:16.430,BLOCK ENTRY FOR DATE OF LOSS 26/02/18 JAPAN PAPUAN,TBA,07583442A
2018-03-29 05:22:02.040,DAMAGE TO PRODUCTION CASING AND TUBING 1723FT TO17,TBA,07258494Q
2019-12-05 01:17:15.957,FAILURE OF B08 XMAS TREE,NORTH SEA,07654444C
2019-07-21 01:31:40.580,DAMAGE TO GAS TURBINE GENERATOR UNITS.,NULL,07553418V
2019-07-07 01:27:20.353,FIRE AND EXPLOSION,MORICHE OILFIELD COLOMBIA,07999290B
2019-12-25 01:13:00.363,BLOCK,NULL,07220086A
2018-05-16 05:50:57.683,COLLISION WITH SUPPLY VESSEL BRAM BUCK,FPSO CAPIXABA,07424892J
2019-12-23 04:22:25.927,FAILURE OF XMAS TREES,NORTH SEA,07045368B
2018-11-29 01:32:38.893,DAMAGES TO THE OGC ASSETS DUE TO TROPICAL CYCLONEM,"SALALAH, OMAN",07698372K
2019-11-29 01:14:43.123,DP C1 OPEN DRAINS CAISSON WELD FAILURE,CLAIR AREA - EAST IRISH SEA,08219180Q
2019-01-18 01:16:43.867,INCIDENT THAT RESULTED IN FIRE ON 2 COMPRESSORSREN,"TEXAS, USA",07470706E
2018-03-13 10:28:17.403,CROSS FLOW ISSUE AT ELGIN WHP B,"ELGIN FRANKLIN FIELD, EAST OF ABERDEEN",07315220R
2018-12-06 01:23:50.923,"FIRE AND EXPLOSION AT MANGARA SITE, CHAD - DAMAGET",CHAD,07572536C
2019-11-20 01:20:05.327,HEATER FIRE AT ST NW25/36,TEXAS,07475424G
2019-03-10 01:27:32.273,DURING VOYAGE ONE OF THE THRUSTERS BROKE ITS CHAIN,NORWAY - UK,07391870T
2019-03-26 02:13:59.163,BLOCK ENTRY FOR DOL 26/02/18 JAPAN PAPUA NEWGUINEA,TBA,07583446M
2017-09-21 18:27:32.047,DAMAGE DUE TO HURRICANE HARVEY,TBA,07087626G
2018-10-10 01:13:53.463,OVERHEATING OF THE MOTOR ONE OF THE PUMPS OF THE S,TBA,07619728F
2017-10-18 01:19:38.307,A CRACK WAS DISCOVERED IN THE EMISSION PIPE USED T,"TAMAR PLATFORM,",07140714M
2019-04-12 01:42:48.947,GAS LIFT COMPRESSOR B TRIPPED,FPSO CAPIXABA,07012316C
2018-03-04 01:35:50.943,MINOR DAMAGES CAUSED TO SITE,ARGENTINA EL TORDILLO,07328854C
2018-08-23 01:18:49.013,CLAIM NOTIFIED IN RESPECT OF DAMAGE TO A HYRAULICL,"KAVARNA 2 TIEBACK, BULGARIAN BLACK SEA",07454858H
2019-09-26 01:28:36.770,INSURED DISCOVERED MISSING ELECTRICAL CABLE THATFE,VERACRUZ,07157764F
2019-04-11 01:26:12.060,DMG TO GAS COMPRESSOR SKARV,TBA,07868610G
2019-05-30 01:16:30.137,OF THE WELL ABL-24,NULL,07951390N
2020-01-21 01:09:55.980,LOSS OF WELL INTEGRITY,BANDA 1,07567722E
2019-08-07 01:15:33.030,VARIOUS LOSSES - ALL RISKS - BORDEREAU FILE 2017,MEXICO,07538518V
2019-11-20 01:20:09.093,FIRE CAUSED BY LIGHTNING STRIKE,TEXAS,07479790P
2018-08-10 01:22:58.527,WELL CONTROL INCIDENT,USA TEXAS,07497830H
2019-11-27 01:15:00.540,MVA - TRACTOR/CEMENT TRAILER,"YUKON, OKLAHOMA",07768170T
2020-02-07 01:25:54.823,DURING VOYAGE ONE OF THE THRUSTERS BROKE ITS CHAIN,NORWAY - UK,07318978J
2018-12-13 01:16:57.910,VARIOUS CENAGAS LOSSES TO BE ADVISED UNDER BORDERE,MEXICO,07538518V
2018-05-18 01:25:07.280,GAS COMPRESSION TRAIN 2 WAS TRIPPED DUE TO T5 (TUR,VIETNAM,07383794A
2019-09-26 01:33:21.303,INTENSE RAIN OVER THE BASIN OF THE NORTHERN RIVERS,"ARGENTINA, AGUARAGUE",07991320J
2018-06-08 01:28:56.957,SWORDFISH PENETRATED MOORING ROPE,CIDADE DE SAQUAREMA,07459190R
2019-05-22 01:24:47.847,VARIOUS CENAGAS LOSSES TO BE ADVISED UNDER BORDERE,MEXICO,07474416M
2020-06-30 01:37:08.337,DAMAGE TO SEMI SUB AND TUG BOAT,PORT ARANSAS (GULF COPPER YARD),07277842K
2020-01-15 01:10:52.773,WELL B-8 SHUTDOWN.,SKARV FIELD,07120562B
2020-05-28 01:12:32.013,"DOWNHOLE PROBLEMS WITH WELL N1, SHAW FIELD.","MONTROSE AREA, UK NORTH SEA",07646030K
2019-03-06 01:09:58.987,DAMAGE DUE TO THE WIRE OF THE AHTS HIRED AS PULLBA,FPSO LIBRA,07567764F
2019-09-26 01:32:40.130,THEFT OF EQUIPMENT FROM SCADA BOOTH,"SERVICE STATION MI-006 LA CANGREJERA, MEXICO",07934444N
2019-08-14 01:09:31.000,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07190550A
2018-07-08 01:22:08.410,WELL CONTROL INCIDENT,USA TEXAS,07497830H
2019-11-20 01:20:05.970,HEATER FIRE AT ST NW25/36,TEXAS,07475424G
2019-08-13 01:17:04.803,OVERHEATING OF THE MOTOR ONE OF THE PUMPS OF THE S,TBA,07619728F
2018-07-08 01:20:28.657,FAILURE OF XMAS TREES,NORTH SEA,07256646K
2020-07-02 01:34:47.677,BLOCK,NULL,07220086A
2017-10-05 01:17:37.477,A CRACK WAS DISCOVERED IN THE EMISSION PIPE USED T,"TAMAR PLATFORM,",07120576J
2018-08-31 01:24:36.313,LOSS OF WELL INTEGRITY,BANDA 1,07567722E
2019-12-15 01:13:36.353,DRILLING WELL INCIDENT,UAE,07741070T
2018-01-10 01:16:47.160,FAILURE OF XMAS TREES,NORTH SEA,07256646K
2017-11-26 01:32:30.310,A CRACK WAS DISCOVERED IN THE EMISSION PIPE USED T,"TAMAR PLATFORM,",07120576J
2019-03-26 02:12:57.787,PIPELINE LEAK Q16 TO P18 8,OFFSHORE NETHERLANDS,07423066P
2018-05-04 01:26:05.270,TRUCK ROLLED OVER AND A SMALL AMOUNT OF SPILLED PR,"NORTH DAKOTA, USA",07410878N
2018-09-27 01:22:40.440,VARIOUS CENAGAS LOSSES TO BE ADVISED UNDER BORDERE,MEXICO,07538518V
2018-05-04 01:26:20.177,DURING UNLOADING THE LOAD IT SUFFERS A ROLLOVER TO,MORICHE OILFIELD COLOMBIA,07412590G
2018-08-01 01:20:17.723,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07190550A
2018-11-14 01:13:48.320,RIG 110 CRANE BOOM COLLAPSE WHILST LOADING CRATE O,TRINIDAD,07364050F
2018-12-13 01:13:19.083,BLOCK,NULL,07220086A
2018-04-24 01:18:58.363,A,"DESOTO PARISH, LOUISIANA",07395000R
2019-01-25 01:45:38.240,POTENTIAL DAMAGE TO PIPELINE DUE TO HEAVY RAIN,TBA,07700072G
2020-01-01 01:17:00.510,BLISTERING ON IP FLASH VESSEL,CIDADE DE SAQUAREMA,07467302V
2019-08-01 01:11:10.977,SSW DAMAGE DURING OVERBOARDING,"SBM INSTALLER (ST CROIX, US VIRGIN ISLAND)",08033340T
2019-04-12 01:44:55.917,OPTICAL CABLE BROKEN IN PIPELINE AT AYEYARMADY RIV,AYEYARMADY RIVER,07264664N
2019-04-10 04:54:56.150,HEATER FIRE AT ST NW25/36,TEXAS,07475424G
2019-03-20 01:55:38.163,ALLEDGED CLIMATE CHANGE,"USA, CALIFORNIA",07848996E
2018-06-10 01:18:15.577,A,"DESOTO PARISH, LOUISIANA",07395000R
2020-01-26 14:23:20.580,DRILLING WELL INCIDENT,UAE,07741070T
2019-11-28 01:15:37.957,FAILURE OF B08 XMAS TREE,NORTH SEA,07654444C
2018-09-26 01:31:39.593,ENTRY IRO JAPAN PAPUA NEW GUINEA EARTHQUAKE DOL26/,TBA,07583436Q
2019-03-13 05:45:22.607,BLISTERING ON IP FLASH VESSEL,CIDADE DE SAQUAREMA,07467302V
2019-07-10 01:17:05.717,PLEASE SEE ATTACHED THE LATEST BORDEREAUX ONCENEGA,MEXICO,07474416M
2019-09-11 01:15:51.427,3 PIPELINE WERE FOUND DAMAGED.,"DONGFANG 13-2 PROJECT, SOUTH CHINA SEA",07498838C
2019-07-12 01:12:37.590,POTENTIAL DAMAGE TO PIPELINE DUE TO HEAVY RAIN,TBA,07700072G
2017-09-29 01:16:34.173,CONTACT MADE BY THIRD PARTY TUG AND/OR DRILLSHIP T,USA TEXAS PORT ARANSAS,07100582J
2018-12-05 01:14:18.277,LOSS OF WELL INTEGRITY.,MAURITANIA,07510960B
2018-01-09 12:21:31.117," ELSA ESSBERGER  COLLIDED WITH THE HALFWEG PLATFOR",OFFSHORE NETHERLANDS,07255370P
2018-11-15 01:13:39.517,GAS COMPRESSION TRAIN 2 WAS TRIPPED DUE TO T5 (TUR,VIETNAM,07383794A
2019-08-16 01:17:24.643,VARIOUS LOSSES - ALL RISKS - BORDEREAU FILE 2017,MEXICO,07474416M
2019-04-28 01:55:44.643,FAILURE OF B08 XMAS TREE,NORTH SEA,07654444C
2020-03-15 19:43:51.200,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07190550A
2019-01-31 07:01:30.987,POTENTIAL DAMAGE TO PIPELINE DUE TO HEAVY RAIN,TBA,07783188K
2019-08-21 01:33:17.513,B09 WELL XMAS TREE ISSUE,SKARV,07473598W
